center,left,right,steering,throttle,brake,speed
/Users/admin/Desktop/git/InternProject/Data/IMG/center_2018_06_21_11_09_26_735.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/left_2018_06_21_11_09_26_735.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/right_2018_06_21_11_09_26_735.jpg,0,0,0,1.06143E-06
/Users/admin/Desktop/git/InternProject/Data/IMG/center_2018_06_21_11_09_26_849.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/left_2018_06_21_11_09_26_849.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/right_2018_06_21_11_09_26_849.jpg,0,0,0,5.957026E-06
/Users/admin/Desktop/git/InternProject/Data/IMG/center_2018_06_21_11_09_26_942.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/left_2018_06_21_11_09_26_942.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/right_2018_06_21_11_09_26_942.jpg,0,0,0,2.285096E-06
/Users/admin/Desktop/git/InternProject/Data/IMG/center_2018_06_21_11_09_27_045.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/left_2018_06_21_11_09_27_045.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/right_2018_06_21_11_09_27_045.jpg,0,0,0,3.822061E-06
/Users/admin/Desktop/git/InternProject/Data/IMG/center_2018_06_21_11_09_27_150.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/left_2018_06_21_11_09_27_150.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/right_2018_06_21_11_09_27_150.jpg,0,0,0,8.321066E-06
/Users/admin/Desktop/git/InternProject/Data/IMG/center_2018_06_21_11_09_27_255.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/left_2018_06_21_11_09_27_255.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/right_2018_06_21_11_09_27_255.jpg,0,0,0,7.023384E-06
/Users/admin/Desktop/git/InternProject/Data/IMG/center_2018_06_21_11_09_27_358.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/left_2018_06_21_11_09_27_358.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/right_2018_06_21_11_09_27_358.jpg,0,0,0,1.729665E-05
/Users/admin/Desktop/git/InternProject/Data/IMG/center_2018_06_21_11_09_27_461.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/left_2018_06_21_11_09_27_461.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/right_2018_06_21_11_09_27_461.jpg,0,0,0,4.155005E-06
/Users/admin/Desktop/git/InternProject/Data/IMG/center_2018_06_21_11_09_27_567.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/left_2018_06_21_11_09_27_567.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/right_2018_06_21_11_09_27_567.jpg,0,0,0,6.034044E-06
/Users/admin/Desktop/git/InternProject/Data/IMG/center_2018_06_21_11_09_27_671.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/left_2018_06_21_11_09_27_671.jpg,/Users/admin/Desktop/git/InternProject/Data/IMG/right_2018_06_21_11_09_27_671.jpg,0,0,0,1.477479E-05
